manufacturer,category,fuel_type,engine_volume,mileage,price
HYUNDAI,Sedan,Petrol,1.8,85800,15681
CHEVROLET,Hatchback,LPG,1.0,198000,8674
HONDA,Coupe,Petrol,1.5,16125,34889
TOYOTA,Hatchback,Hybrid,1.5,65000,10663
HYUNDAI,Jeep,Diesel,1.7,17101,53188
HONDA,Sedan,Petrol,1.8,88230,5645
TOYOTA,Sedan,Hybrid,1.8,97000,14500
HYUNDAI,Jeep,Petrol,2.0,270000,12231
HONDA,Coupe,Petrol,2.4,103467,9722
MERCEDES-BENZ,Sedan,Petrol,1.8,214500,10976
MERCEDES-BENZ,Jeep,Petrol,4.7,174400,101923
CHEVROLET,Sedan,Petrol,1.4,80000,14740
NISSAN,Sedan,Petrol,2.5,108000,25089
TOYOTA,Hatchback,Hybrid,1.5,144000,14740
MERCEDES-BENZ,Jeep,Petrol,2.0,55704,47669
MERCEDES-BENZ,Sedan,Petrol,1.8,110601,8154
HYUNDAI,Jeep,Diesel,2.0,169834,21395
TOYOTA,Hatchback,Hybrid,1.8,200000,9408
HYUNDAI,Sedan,Petrol,1.8,236800,15681
CHEVROLET,Sedan,Petrol,1.4,163000,16308
VOLKSWAGEN,Hatchback,Petrol,1.6,154000,7213
LEXUS,Jeep,Petrol,3.5,59858,11917
HYUNDAI,Jeep,Diesel,2.0,51651,48202
CHEVROLET,Sedan,Petrol,1.4,64000,22580
TOYOTA,Sedan,Petrol,1.8,123000,18817
HYUNDAI,Sedan,Petrol,1.6,72507,20071
CHEVROLET,Sedan,Petrol,1.4,121000,12544
VOLKSWAGEN,Sedan,Petrol,2.0,1111,16308
NISSAN,Sedan,Petrol,2.5,140000,6586
NISSAN,Jeep,LPG,2.0,142000,10976
TOYOTA,Hatchback,Hybrid,1.8,91358,16935
CHEVROLET,Sedan,Petrol,1.8,119484,6909
MERCEDES-BENZ,Minivan,Diesel,2.2,178000,43905
TOYOTA,Jeep,Petrol,2.0,216000,10663
BMW,Jeep,Petrol,3.0,270000,18503
HYUNDAI,Sedan,LPG,2.0,61208,7056
HYUNDAI,Sedan,LPG,2.0,216070,12231
CHEVROLET,Sedan,Petrol,1.0,34855,8778
TOYOTA,Hatchback,Hybrid,1.5,5000,15500
TOYOTA,Sedan,Petrol,2.0,78200,18422
TOYOTA,Sedan,Hybrid,2.5,112501,16935
TOYOTA,Hatchback,Hybrid,1.5,12800,16308
BMW,Sedan,Petrol,2.0,176000,42337
CHEVROLET,Hatchback,Petrol,1.6,71309,18973
FORD,Hatchback,Petrol,2.0,130326,16621
HYUNDAI,Sedan,Petrol,1.8,108000,16935
TOYOTA,Sedan,Hybrid,1.8,63500,15681
FORD,Goods wagon,Diesel,1.8,147000,14740
TOYOTA,Sedan,Hybrid,2.5,109798,5488
TOYOTA,Sedan,Hybrid,2.5,130000,9408
BMW,Jeep,Petrol,2.0,96360,14269
MERCEDES-BENZ,Sedan,Diesel,5.5,101424,32302
TOYOTA,Hatchback,Hybrid,1.8,122324,15524
HYUNDAI,Jeep,Diesel,2.0,13940,67934
BMW,Sedan,Petrol,4.4,84909,26657
HYUNDAI,Sedan,Petrol,1.8,97000,16935
HYUNDAI,Jeep,Diesel,2.0,251201,25591
HYUNDAI,Minivan,Diesel,2.5,104000,38163
HYUNDAI,Sedan,Petrol,2.0,89000,20385
MERCEDES-BENZ,Jeep,LPG,3.2,165500,14740
VOLKSWAGEN,Hatchback,Petrol,1.0,64000,7000
HONDA,Jeep,Petrol,2.4,125000,15994
MERCEDES-BENZ,Coupe,Diesel,3.5,170429,15994
MERCEDES-BENZ,Jeep,Petrol,3.5,196800,33500
HYUNDAI,Sedan,Petrol,1.6,127500,14454
TOYOTA,Hatchback,Hybrid,1.8,185600,17249
MERCEDES-BENZ,Sedan,Petrol,3.2,205500,12544
BMW,Coupe,Petrol,3.0,185000,15681
BMW,Sedan,Petrol,3.0,58450,40769
HYUNDAI,Sedan,Petrol,1.8,176000,12544
MERCEDES-BENZ,Universal,Petrol,3.0,75000,14113
HYUNDAI,Jeep,Diesel,1.7,88230,39226
LEXUS,Hatchback,Hybrid,1.8,94949,16935
MERCEDES-BENZ,Coupe,Petrol,3.5,77300,28225
HYUNDAI,Sedan,Petrol,1.8,68771,17876
TOYOTA,Sedan,Petrol,2.5,86400,18817
HYUNDAI,Jeep,Diesel,2.0,189414,18312
MERCEDES-BENZ,Jeep,Petrol,5.5,214400,42651
VOLKSWAGEN,Hatchback,Petrol,1.0,65000,6500
CHEVROLET,Sedan,Petrol,1.0,35565,8778
BMW,Sedan,Petrol,3.0,157000,7840
HYUNDAI,Sedan,Petrol,1.6,35950,67699
NISSAN,Jeep,Petrol,4.0,79633,21953
CHEVROLET,Jeep,Diesel,2.0,110776,23828
HONDA,Hatchback,Petrol,1.3,79363,16399
HYUNDAI,Jeep,Diesel,2.0,169700,24123
TOYOTA,Sedan,Petrol,2.5,17200,37633
TOYOTA,Jeep,Hybrid,3.5,75000,48610
BMW,Sedan,Petrol,3.0,150300,14740
CHEVROLET,Hatchback,Petrol,1.4,94793,22567
HYUNDAI,Sedan,LPG,2.0,486563,9722
FORD,Jeep,Petrol,1.6,98000,28225
HYUNDAI,Sedan,Petrol,1.8,87000,14740
TOYOTA,Jeep,Hybrid,3.3,68609,39201
HYUNDAI,Jeep,Diesel,2.0,128994,39559
CHEVROLET,Jeep,Diesel,1.6,66603,28423
BMW,Sedan,LPG,2.5,111111,8467
TOYOTA,Jeep,LPG,4.0,220000,40769
TOYOTA,Hatchback,Hybrid,1.8,156446,14113
LEXUS,Jeep,Petrol,4.6,275240,15681
TOYOTA,Sedan,Hybrid,1.8,172707,18245
TOYOTA,Sedan,Hybrid,2.5,361035,9252
HYUNDAI,Sedan,LPG,2.0,38000,9565
HYUNDAI,Hatchback,Diesel,1.6,32800,10923
CHEVROLET,Jeep,Diesel,2.0,68075,6144
HYUNDAI,Sedan,LPG,2.0,42875,9418
TOYOTA,Hatchback,Hybrid,1.5,208000,13485
BMW,Coupe,Petrol,3.0,220763,21326
HONDA,Jeep,Petrol,2.4,49000,26030
HYUNDAI,Universal,Diesel,2.5,45535,45436
CHEVROLET,Sedan,Petrol,1.0,31455,11604
TOYOTA,Sedan,Petrol,2.5,110734,28225
HONDA,Minivan,Petrol,1.5,145000,10000
TOYOTA,Sedan,Hybrid,1.5,92000,10506
HYUNDAI,Minivan,Diesel,2.5,93042,25089
HYUNDAI,Minivan,Diesel,2.5,139328,31317
AUDI,Sedan,Petrol,1.8,324000,10036
TOYOTA,Hatchback,Hybrid,1.5,102880,20385
HYUNDAI,Sedan,Petrol,1.6,122587,11368
TOYOTA,Universal,Petrol,1.8,174000,18817
CHEVROLET,Sedan,Petrol,2.0,156743,20266
VOLKSWAGEN,Pickup,Diesel,1.9,260000,5331
HONDA,Minivan,Petrol,3.5,135000,25089
HYUNDAI,Coupe,Petrol,2.0,106325,14229
MERCEDES-BENZ,Sedan,Petrol,4.3,61000,28222
NISSAN,Hatchback,Petrol,1.5,134000,7683
HYUNDAI,Jeep,Diesel,2.0,131084,32578
HYUNDAI,Sedan,LPG,2.0,54546,11299
NISSAN,Jeep,Petrol,2.0,255000,7527
BMW,Sedan,Petrol,3.5,59200,47042
TOYOTA,Sedan,Petrol,2.4,77182,21012
FORD,Sedan,Hybrid,2.0,28813,10192
HYUNDAI,Sedan,Diesel,1.6,48606,5959
TOYOTA,Hatchback,Hybrid,1.5,95500,11604
LEXUS,Jeep,Hybrid,3.3,182000,20385
HYUNDAI,Sedan,LPG,2.0,55210,10515
LEXUS,Jeep,Petrol,3.0,201000,11917
HYUNDAI,Sedan,Petrol,1.6,180093,11704
HYUNDAI,Jeep,Diesel,2.0,156000,43815
BMW,Jeep,Petrol,4.8,85000,37633
MERCEDES-BENZ,Sedan,Petrol,3.5,80640,46414
TOYOTA,Sedan,Hybrid,2.5,51000,31988
MERCEDES-BENZ,Sedan,Diesel,3.5,200179,30734
TOYOTA,Hatchback,Petrol,1.0,80000,8000
CHEVROLET,Sedan,Diesel,2.0,164800,14113
MERCEDES-BENZ,Coupe,Petrol,5.5,67000,39201
HYUNDAI,Sedan,Petrol,1.6,57559,16308
TOYOTA,Hatchback,Hybrid,1.5,376000,11469
LEXUS,Jeep,Hybrid,3.5,186005,13328
TOYOTA,Hatchback,Hybrid,1.4,264000,11290
HYUNDAI,Minivan,Diesel,2.5,27000,34607
LEXUS,Jeep,Petrol,4.6,275240,15681
CHEVROLET,Jeep,Petrol,2.4,57600,32929
HYUNDAI,Jeep,Diesel,2.0,138013,32340
VOLKSWAGEN,Sedan,Petrol,2.5,106293,17876
BMW,Jeep,Diesel,3.0,141384,25089
HYUNDAI,Jeep,Diesel,2.0,68725,40092
HYUNDAI,Sedan,LPG,3.0,42561,9722
TOYOTA,Jeep,Petrol,2.0,19834,21012
MERCEDES-BENZ,Sedan,Petrol,4.3,0,9408
TOYOTA,Sedan,Petrol,2.5,13800,22580
AUDI,Jeep,Petrol,2.7,210000,11290
TOYOTA,Jeep,Petrol,2.7,213700,16308
HYUNDAI,Sedan,Petrol,1.6,173678,18826
FORD,Microbus,Diesel,2.2,107000,15524
TOYOTA,Hatchback,Hybrid,1.5,297600,11290
TOYOTA,Hatchback,Petrol,0.0,118000,17663
HYUNDAI,Jeep,Diesel,2.2,137986,44724
MERCEDES-BENZ,Sedan,Diesel,3.2,240000,43278
HONDA,Minivan,Petrol,2.4,145000,11760
FORD,Sedan,Petrol,1.5,91200,21953
BMW,Jeep,Petrol,3.0,48000,61154
HYUNDAI,Minivan,Diesel,2.5,65564,18669
NISSAN,Jeep,Petrol,1.6,47533,27284
LEXUS,Jeep,Petrol,4.7,264339,30734
CHEVROLET,Sedan,Diesel,2.0,71112,7213
BMW,Jeep,CNG,4.4,232000,17249
BMW,Jeep,CNG,3.0,16000,16308
BMW,Jeep,Diesel,3.0,19000,29793
BMW,Jeep,Diesel,3.0,274098,6586
TOYOTA,Sedan,Hybrid,2.4,198400,20698
BMW,Sedan,Petrol,2.0,134000,12544
CHEVROLET,Jeep,Diesel,2.0,218525,14834
AUDI,Sedan,Petrol,2.0,240000,11760
LEXUS,Jeep,Petrol,4.6,275240,15681
TOYOTA,Sedan,Petrol,2.5,32000,29793
HYUNDAI,Jeep,Diesel,2.0,162973,29774
HYUNDAI,Sedan,Diesel,1.6,213131,13877
FORD,Microbus,Diesel,2.4,0,12544
HONDA,Jeep,Petrol,2.0,213000,7840
HYUNDAI,Coupe,Petrol,2.0,183222,11290
HYUNDAI,Sedan,Petrol,2.0,9898,19757
HYUNDAI,Sedan,Petrol,1.6,65734,33575
TOYOTA,Sedan,Petrol,2.5,70066,8467
HYUNDAI,Minivan,Diesel,2.5,183731,26528
MERCEDES-BENZ,Sedan,Petrol,3.2,130000,16308
TOYOTA,Hatchback,Petrol,1.5,38161,42171
MERCEDES-BENZ,Sedan,Petrol,1.8,24000,28225
HYUNDAI,Jeep,Diesel,2.0,149038,30351
NISSAN,Jeep,Petrol,3.5,132000,21639
NISSAN,Jeep,Petrol,2.0,156000,10349
CHEVROLET,Jeep,Diesel,2.0,132043,23207
MERCEDES-BENZ,Sedan,Diesel,3.5,219030,29793
FORD,Goods wagon,Petrol,2.0,160000,12231
FORD,Hatchback,Hybrid,2.0,72857,15837
BMW,Sedan,Petrol,3.0,164800,32929
TOYOTA,Sedan,Petrol,2.5,120000,18189
TOYOTA,Sedan,Petrol,2.5,15000,37633
HYUNDAI,Sedan,LPG,2.0,455579,9252
MERCEDES-BENZ,Sedan,CNG,1.8,250000,7683
HYUNDAI,Sedan,Diesel,1.6,32064,14113
HYUNDAI,Sedan,Petrol,1.6,112243,19121
TOYOTA,Jeep,Hybrid,2.5,115000,39201
HYUNDAI,Sedan,LPG,2.0,36545,8311
MERCEDES-BENZ,Jeep,Diesel,3.5,79080,22894
NISSAN,Hatchback,Petrol,1.5,98000,7778
HYUNDAI,Jeep,Diesel,2.0,134750,30351
TOYOTA,Hatchback,Hybrid,1.5,210000,15681
TOYOTA,Hatchback,Hybrid,1.5,47000,8000
TOYOTA,Sedan,Petrol,2.5,145600,23521
HONDA,Hatchback,Hybrid,1.5,9000,18000
TOYOTA,Sedan,Petrol,2.4,113000,21326
HYUNDAI,Sedan,Petrol,2.0,147079,15257
HYUNDAI,Sedan,Petrol,2.0,61398,5018
HONDA,Sedan,Hybrid,1.3,140000,7527
HONDA,Hatchback,Petrol,1.3,143000,8624
TOYOTA,Hatchback,Petrol,1.8,135000,22580
HYUNDAI,Pickup,Diesel,2.5,61805,19296
TOYOTA,Hatchback,Petrol,1.3,105000,8000
VOLKSWAGEN,Sedan,Petrol,2.5,85000,18503
LEXUS,Jeep,Hybrid,3.5,0,34811
HYUNDAI,Sedan,Petrol,1.6,35951,20005
HYUNDAI,Jeep,Diesel,2.0,49515,51965
FORD,Coupe,Petrol,3.7,128000,39201
FORD,Sedan,Plug-in Hybrid,2.0,78000,34497
MERCEDES-BENZ,Sedan,Petrol,5.5,162000,26657
TOYOTA,Sedan,Hybrid,2.5,127515,9722
MERCEDES-BENZ,Sedan,Diesel,2.2,280000,10976
HYUNDAI,Sedan,Petrol,2.0,82764,13589
FORD,Sedan,Hybrid,2.0,181000,27598
FORD,Hatchback,Petrol,2.0,13000,14113
CHEVROLET,Jeep,Diesel,1.6,161296,19080
BMW,Jeep,Diesel,3.0,420794,12388
TOYOTA,Sedan,Hybrid,1.5,16000,13172
TOYOTA,Hatchback,Hybrid,1.5,174400,18189
TOYOTA,Sedan,Petrol,1.6,235200,11917
HONDA,Minivan,Petrol,2.0,97000,13172
TOYOTA,Hatchback,LPG,1.8,190400,10349
TOYOTA,Hatchback,Hybrid,1.8,315000,8781
HYUNDAI,Universal,Diesel,2.5,259306,15612
HYUNDAI,Jeep,Petrol,2.4,88000,42651
HYUNDAI,Sedan,Hybrid,2.4,73825,16935
MERCEDES-BENZ,Jeep,Diesel,3.0,57755,46414
HYUNDAI,Minivan,Diesel,2.5,110969,36564
HONDA,Hatchback,Petrol,1.5,209000,7840
TOYOTA,Sedan,Hybrid,2.4,261000,17876
VOLKSWAGEN,Jeep,Petrol,2.0,268800,15681
MERCEDES-BENZ,Coupe,Diesel,3.5,170429,15994
BMW,Jeep,Petrol,3.0,17000,16935
FORD,Hatchback,Petrol,1.5,197000,14740
MERCEDES-BENZ,Sedan,Diesel,3.5,200179,30734
HYUNDAI,Jeep,Diesel,2.0,20900,31747
VOLKSWAGEN,Jeep,Petrol,2.0,108187,17405
VOLKSWAGEN,Sedan,Petrol,1.6,253000,6586
TOYOTA,Hatchback,Petrol,1.5,50000,22197
TOYOTA,Minivan,Petrol,2.0,233000,8154
TOYOTA,Sedan,Petrol,2.5,90000,17562
TOYOTA,Sedan,Hybrid,1.8,199373,18817
HYUNDAI,Sedan,LPG,2.0,272772,15681
BMW,Jeep,Diesel,3.0,248000,38574
VOLKSWAGEN,Sedan,Petrol,2.5,156000,15681
TOYOTA,Sedan,Hybrid,2.5,320000,20385
TOYOTA,Sedan,Petrol,2.5,150000,12231
FORD,Coupe,Petrol,2.3,111000,43278
FORD,Sedan,Petrol,2.0,137000,21012
HYUNDAI,Jeep,Diesel,2.0,123206,44790
MERCEDES-BENZ,Sedan,Petrol,1.8,69000,29479
LEXUS,Jeep,Petrol,4.6,260771,46728
AUDI,Sedan,Petrol,2.0,226000,10976
HYUNDAI,Jeep,Diesel,2.0,88651,26927
HYUNDAI,Minivan,Diesel,2.5,107483,32744
BMW,Sedan,Petrol,3.0,118000,43905
HYUNDAI,Sedan,Petrol,1.6,119595,13495
CHEVROLET,Sedan,Diesel,2.0,87074,32104
MERCEDES-BENZ,Sedan,Petrol,3.5,98000,48610
HYUNDAI,Jeep,Diesel,2.0,75540,57961
TOYOTA,Hatchback,Petrol,1.4,31563,17249
TOYOTA,Sedan,Hybrid,2.4,102000,13172
CHEVROLET,Sedan,Petrol,1.8,64111,13485
HYUNDAI,Hatchback,Petrol,1.6,72760,9565
HYUNDAI,Jeep,Diesel,2.0,143269,34980
HYUNDAI,Sedan,Petrol,1.6,106616,20005
HYUNDAI,Minivan,Diesel,2.5,223603,19441
HONDA,Jeep,Petrol,1.8,33330,21169
FORD,Jeep,Hybrid,2.5,127000,18189
CHEVROLET,Sedan,Diesel,2.0,66226,14426
TOYOTA,Jeep,Hybrid,2.5,35000,52373
LEXUS,Jeep,Hybrid,3.5,249112,14426
HYUNDAI,Hatchback,Petrol,1.6,115200,15681
TOYOTA,Hatchback,Hybrid,1.5,92000,13485
HONDA,Sedan,Petrol,2.4,180000,9408
FORD,Goods wagon,Diesel,1.8,230000,8467
HONDA,Jeep,CNG,2.0,177000,9095
HYUNDAI,Sedan,Petrol,1.6,79911,19707
HONDA,Hatchback,Petrol,1.3,144000,5200
MERCEDES-BENZ,Minivan,Diesel,2.2,26000,27284
MERCEDES-BENZ,Hatchback,CNG,2.4,0,8800
MERCEDES-BENZ,Jeep,Diesel,3.5,207568,68994
HYUNDAI,Sedan,Hydrogen,2.4,116800,20385
TOYOTA,Sedan,Petrol,1.8,12865,30420
HONDA,Hatchback,Petrol,1.3,17150,32945
BMW,Sedan,Petrol,3.0,93493,29479
TOYOTA,Hatchback,Hybrid,1.8,99000,22900
TOYOTA,Hatchback,Hybrid,1.5,90000,17249
HYUNDAI,Minivan,Diesel,2.5,56769,15524
TOYOTA,Hatchback,Hybrid,1.5,66000,12231
MERCEDES-BENZ,Jeep,CNG,5.0,0,15681
LEXUS,Sedan,Petrol,4.6,154258,22894
HYUNDAI,Sedan,Petrol,2.0,118643,21181
TOYOTA,Sedan,Petrol,1.8,121000,17249
MERCEDES-BENZ,Sedan,Petrol,3.0,146000,20385
HYUNDAI,Jeep,Diesel,2.0,220240,25597
HYUNDAI,Sedan,Petrol,1.8,150000,13700
CHEVROLET,Sedan,Petrol,1.4,143000,13172
NISSAN,Hatchback,Petrol,1.5,165000,9722
HONDA,Sedan,Petrol,1.8,80000,39559
CHEVROLET,Sedan,Petrol,1.6,52546,7840
FORD,Sedan,Hybrid,2.0,101345,19444
TOYOTA,Sedan,Petrol,2.5,55000,31361
HYUNDAI,Sedan,Petrol,2.0,105394,27284
HONDA,Hatchback,Hybrid,1.3,119000,10036
BMW,Sedan,Petrol,3.0,0,7840
CHEVROLET,Sedan,Petrol,2.5,59066,54697
TOYOTA,Sedan,Petrol,3.5,18555,26971
HYUNDAI,Hatchback,Petrol,1.6,43488,14583
NISSAN,Hatchback,Petrol,1.2,101537,5849
HYUNDAI,Sedan,Petrol,1.6,72000,10117
HONDA,Hatchback,Petrol,1.3,50000,5500
LEXUS,Jeep,Hybrid,3.5,68800,65858
HYUNDAI,Jeep,Diesel,2.2,81000,39891
NISSAN,Sedan,Petrol,2.5,14500,23207
CHEVROLET,Sedan,Petrol,2.0,67381,6272
MERCEDES-BENZ,Microbus,Diesel,2.2,280000,39201
NISSAN,Jeep,Petrol,2.0,290000,10663
HYUNDAI,Jeep,Diesel,2.2,69500,20071
HYUNDAI,Sedan,Petrol,1.6,110000,18189
HONDA,Jeep,Petrol,2.4,88000,18503
TOYOTA,Hatchback,Hybrid,1.5,98000,10000
HYUNDAI,Coupe,Petrol,1.8,95000,16151
HYUNDAI,Jeep,Diesel,2.0,199660,19312
HYUNDAI,Sedan,LPG,2.0,245705,18760
LEXUS,Sedan,Hybrid,1.8,75000,26030
VOLKSWAGEN,Sedan,Petrol,1.8,50395,20385
HYUNDAI,Minivan,Diesel,2.5,273500,25763
BMW,Jeep,Diesel,3.0,180000,17876
HONDA,Hatchback,Petrol,1.3,4422,13476
HYUNDAI,Jeep,Diesel,2.0,7865,62653
LEXUS,Jeep,Petrol,4.7,226000,46728
NISSAN,Jeep,Petrol,4.0,168000,23521
MERCEDES-BENZ,Sedan,Petrol,5.5,101424,32302
HONDA,Sedan,Petrol,1.3,0,5802
LEXUS,Hatchback,Hybrid,1.8,190000,21953
HYUNDAI,Sedan,Petrol,1.8,56000,18817
BMW,Jeep,Petrol,3.0,97600,114468
FORD,Sedan,Petrol,2.0,59342,18189
MERCEDES-BENZ,Jeep,Petrol,2.0,5323,87112
NISSAN,Sedan,Petrol,3.0,220000,7840
MERCEDES-BENZ,Jeep,Petrol,3.5,171531,13172
TOYOTA,Sedan,Petrol,2.0,180000,7213
BMW,Sedan,CNG,2.8,243987,5959
HYUNDAI,Sedan,Petrol,1.6,129055,14069
TOYOTA,Sedan,Hybrid,1.8,89000,21326
HYUNDAI,Sedan,Petrol,2.0,66690,11259
FORD,Hatchback,Hybrid,2.0,272000,16000
TOYOTA,Sedan,Hybrid,2.5,127515,9722
TOYOTA,Sedan,Petrol,2.5,19050,34497
HYUNDAI,Sedan,Petrol,2.0,152566,15850
TOYOTA,Sedan,Petrol,1.5,135000,8467
HYUNDAI,Coupe,Petrol,2.0,170000,13796
HONDA,Sedan,Petrol,1.5,22715,53185
MERCEDES-BENZ,Sedan,Petrol,2.0,136000,7840
HYUNDAI,Sedan,LPG,2.0,31143,14113
HYUNDAI,Sedan,Hybrid,2.4,107000,16308
HYUNDAI,Jeep,Diesel,2.0,104918,45542
TOYOTA,Jeep,Petrol,3.5,285186,9565
FORD,Jeep,Petrol,3.5,127923,52034
HYUNDAI,Jeep,Diesel,2.0,53232,15053
NISSAN,Sedan,CNG,2.5,165000,6115
BMW,Jeep,Petrol,3.0,96000,84675
HYUNDAI,Sedan,Petrol,1.6,132000,18826
TOYOTA,Hatchback,Petrol,1.3,112000,12544
FORD,Microbus,Diesel,2.4,168000,15681
HYUNDAI,Jeep,Diesel,2.0,90727,54458
CHEVROLET,Jeep,Diesel,2.0,57438,9252
TOYOTA,Jeep,Petrol,2.0,333333,10036
VOLKSWAGEN,Sedan,Petrol,2.5,81200,15681
NISSAN,Pickup,Petrol,2.5,18794,30000
FORD,Hatchback,Hybrid,2.0,63000,20071
MERCEDES-BENZ,Sedan,Diesel,3.5,248525,18189
TOYOTA,Hatchback,Hybrid,1.5,10000,31047
HYUNDAI,Universal,Diesel,2.5,180000,19657
HYUNDAI,Hatchback,Diesel,1.6,183380,17634
TOYOTA,Sedan,Hybrid,1.5,170000,10036
HONDA,Sedan,Petrol,1.5,56261,20698
TOYOTA,Sedan,Petrol,4.6,190875,6429
MERCEDES-BENZ,Sedan,Petrol,1.8,95000,25089
TOYOTA,Sedan,Petrol,2.5,87000,20385
FORD,Jeep,Petrol,3.5,46616,65024
MERCEDES-BENZ,Minivan,Diesel,2.2,145784,37633
HONDA,Sedan,Petrol,1.3,176000,7213
HYUNDAI,Sedan,Petrol,1.6,75876,26475
TOYOTA,Sedan,Petrol,2.5,113000,23521
TOYOTA,Hatchback,Hybrid,1.8,88070,20385
HYUNDAI,Sedan,LPG,2.0,419603,8467
BMW,Jeep,Diesel,3.0,280000,15681
CHEVROLET,Jeep,Diesel,2.0,83924,28589
TOYOTA,Hatchback,Petrol,1.5,0,12544
HYUNDAI,Jeep,Diesel,2.0,14489,97401
FORD,Pickup,Diesel,3.2,11000,90947
HYUNDAI,Minivan,Diesel,2.5,65455,15677
TOYOTA,Hatchback,Hybrid,1.5,131200,16308
HONDA,Hatchback,Petrol,1.5,52350,17023
HYUNDAI,Minivan,Diesel,2.5,150000,33575
MERCEDES-BENZ,Jeep,Diesel,3.5,79080,22894
CHEVROLET,Sedan,Petrol,1.5,112000,26657
HONDA,Hatchback,Petrol,1.5,20100,24239
BMW,Sedan,Petrol,3.0,165000,32929
MERCEDES-BENZ,Sedan,Petrol,4.7,100000,54882
MERCEDES-BENZ,Sedan,Petrol,5.5,101424,32302
HYUNDAI,Sedan,Petrol,1.6,103490,19121
MERCEDES-BENZ,Sedan,Diesel,3.5,238546,11133
TOYOTA,Hatchback,Hybrid,1.5,147000,13013
HYUNDAI,Sedan,LPG,2.0,324605,11604
HYUNDAI,Jeep,Diesel,2.0,131690,40443
TOYOTA,Sedan,Petrol,1.8,18000,37633
TOYOTA,Jeep,Petrol,4.0,137600,54882
CHEVROLET,Sedan,Petrol,1.4,89000,9000
MERCEDES-BENZ,Sedan,CNG,1.8,187323,15994
HYUNDAI,Jeep,Diesel,2.0,153958,44247
LEXUS,Jeep,Hybrid,3.5,244731,7997
TOYOTA,Sedan,Hybrid,2.4,92000,17719
HONDA,Hatchback,Hybrid,1.3,142526,11917
CHEVROLET,Sedan,Petrol,1.6,125837,10697
CHEVROLET,Sedan,Petrol,1.6,111897,12281
BMW,Sedan,Petrol,2.8,9401,7213
MERCEDES-BENZ,Jeep,Petrol,3.0,49499,19130
MERCEDES-BENZ,Sedan,Petrol,5.5,148000,38260
CHEVROLET,Sedan,Diesel,2.0,90815,16766
BMW,Sedan,Petrol,4.0,180000,18817
HYUNDAI,Goods wagon,Diesel,1.6,206000,11917
HYUNDAI,Jeep,Diesel,2.0,235300,28909
TOYOTA,Hatchback,Petrol,1.5,155000,7527
TOYOTA,Hatchback,Hybrid,1.5,141000,10036
HYUNDAI,Jeep,Diesel,2.0,170623,35237
VOLKSWAGEN,Sedan,Petrol,2.0,68800,36065
TOYOTA,Hatchback,Hybrid,1.5,257000,10036
HONDA,Sedan,Petrol,3.5,13994,19757
MERCEDES-BENZ,Sedan,Petrol,2.3,210456,6899
TOYOTA,Hatchback,Hybrid,1.8,107000,21950
BMW,Sedan,Petrol,3.5,94000,23521
TOYOTA,Sedan,Hybrid,2.5,109798,5488
CHEVROLET,Sedan,Petrol,1.4,44800,17405
TOYOTA,Hatchback,Hybrid,1.8,233562,14269
CHEVROLET,Hatchback,Hybrid,1.4,112123,6586
CHEVROLET,Sedan,Petrol,1.4,108800,14426
MERCEDES-BENZ,Sedan,Petrol,2.5,255000,18817
MERCEDES-BENZ,Coupe,CNG,2.0,300000,8467
LEXUS,Jeep,Petrol,4.6,202651,54568
HYUNDAI,Jeep,Diesel,2.0,134750,30351
LEXUS,Jeep,Hybrid,3.5,0,34811
BMW,Sedan,Petrol,2.8,108800,31361
BMW,Sedan,Petrol,2.0,0,7840
VOLKSWAGEN,Sedan,Petrol,2.5,178000,12544
BMW,Sedan,Petrol,3.0,120000,13485
HYUNDAI,Hatchback,Petrol,1.6,74509,13015
HONDA,Coupe,Petrol,1.8,128905,32913
LEXUS,Jeep,Petrol,3.5,0,17249
BMW,Sedan,Petrol,3.0,135000,16151
CHEVROLET,Sedan,Diesel,2.0,31115,14113
HYUNDAI,Sedan,LPG,2.0,253373,11290
VOLKSWAGEN,Sedan,Petrol,1.8,109600,17562
HYUNDAI,Sedan,Petrol,1.6,103891,25889
HYUNDAI,Sedan,Petrol,2.4,87000,15367
MERCEDES-BENZ,Sedan,Petrol,1.8,230000,6500
VOLKSWAGEN,Sedan,Petrol,1.8,49800,34497
TOYOTA,Jeep,Petrol,2.0,18950,15681
MERCEDES-BENZ,Sedan,Petrol,3.2,212000,11917
BMW,Sedan,Petrol,1.8,0,5959
TOYOTA,Sedan,Hybrid,2.5,127515,9722
CHEVROLET,Jeep,Diesel,2.0,165000,27770
TOYOTA,Hatchback,Hybrid,1.8,160000,25089
HYUNDAI,Sedan,Petrol,1.8,141603,6429
HYUNDAI,Sedan,LPG,2.0,50534,14740
MERCEDES-BENZ,Coupe,Petrol,3.2,165000,11917
MERCEDES-BENZ,Sedan,Petrol,2.0,260000,8467
HYUNDAI,Sedan,LPG,2.0,475406,13172
AUDI,Sedan,Petrol,2.4,160000,15994
HYUNDAI,Sedan,Diesel,1.6,133200,25083
TOYOTA,Sedan,Hybrid,2.5,166720,22580
NISSAN,Sedan,Petrol,1.2,0,5900
HYUNDAI,Jeep,Diesel,2.2,29900,80958
FORD,Coupe,Petrol,3.7,92000,26343
TOYOTA,Hatchback,Hybrid,1.5,89986,18817
HYUNDAI,Sedan,LPG,2.0,362818,9722
